Disease,Product_Name,Product_Type,Body_part,Usage,Ingredients,Price,Product_Country,Remark,Link
Lichenification,아토마미 순 바스앤Shampoo,Shampoo,Scalp,"장벽강화, 보습, 진정","세라마이드, 감마-PGA(보습), 컴프리뿌리, 약모밀, 소옆입, 퀸즈랜드, 라벤더Oil, 해바라기씨Oil 등","16,800원/300g",한국,,http://atomami.com/?act=shop.goods_view&GS=22
Lichenification,아토마미 순 Cream,Cream,Face,"영양공급, 보습, ","세라마이드, 감마-PGA(보습), 바이오사카라이드검-1(보습), 컴프리뿌리, 약모밀, 소옆입, 퀸즈랜드, 라벤더Oil, 해바라기씨Oil 등","23,800원/160g",한국,,http://atomami.com/?act=shop.goods_view&GS=21
Lichenification,아토마미 순 Lotion,Lotion,Body,"피부밸런스, 보습","세라마이드, 감마-PGA(보습), 바이오사카라이드검-1(보습), 베타글루칸, 베타인, 컴프리뿌리, 퀸즈랜드, 라벤더Oil, 해바라기씨Oil 등","16,800원/160g",한국,,http://atomami.com/?act=shop.goods_view&GS=20
Lichenification,아토마미 순 수딩Gel,Gel,Face,"장벽강화, 진정, 손상개선","세라마이드, 감마-PGA(보습), 바이오사카라이드검-1(보습), 베타글루칸, 베타인, 컴프리뿌리, 퀸즈랜드, 라벤더Oil, 해바라기씨Oil 등","16,800원/160g",한국,,http://atomami.com/?act=shop.goods_view&GS=19
Lichenification,베베드몽 에이티 수딩 Cream,Cream,Face,"보습, 장벽강화","오미자/ 시조필란/ 세라마이드/ 피토스핑고신(보습, 장벽강화) 판테놀, 시어버터, 올리브Oil, 프로폴리스 등","22,000원/30g",한국,,http://bebedemong.com/product/%EB%B2%A0%EB%B2%A0%EB%93%9C%EB%AA%BD-%EC%97%90%EC%9D%B4%ED%8B%B0-%EC%88%98%EB%94%A9-%ED%81%AC%EB%A6%BC/75/category/25/display/1/
Lichenification,베베드몽 크리미 버블 워시 앤 Shampoo,BodayWash_Shampoo,Scalp,진정,"락토바실러스용해, 코코넛야자Oil, 자몽껍질Oil, 참나무뿌리, 유향나무Oil, 오렌지껍질Oil, 잉카인치Oil","30,000원/230ml",한국,,http://bebedemong.com/product/%EB%B2%A0%EB%B2%A0%EB%93%9C%EB%AA%BD-%ED%81%AC%EB%A6%AC%EB%AF%B8-%EB%B2%84%EB%B8%94-%EC%9B%8C%EC%8B%9C-%EC%95%A4-%EC%83%B4%ED%91%B8/63/category/25/display/1/
Lichenification,베베드몽 베이비 Oil,Oil,Face,보습,"아몬드Oil, 마카다미아씨Oil, 잉카인치Oil, 올리브Oil, 달맞이꽃Oil, 호호바씨Oil","25,000원/100ml",한국,,http://bebedemong.com/product/%EB%B2%A0%EB%B2%A0%EB%93%9C%EB%AA%BD-%EB%B2%A0%EC%9D%B4%EB%B9%84-%EC%98%A4%EC%9D%BC/62/category/25/display/1/
Lichenification,베베드몽 울트라 모이스처 Cream,Cream,Face,"수분, 진정, 장벽강화","세라마이드, 피토스핑고신, 베타글루칸, 판테놀, 해바라기씨Oil, 콩스테롤, 시어버터, 잉카인치Oil","32,000원/100g",한국,,http://bebedemong.com/product/%EB%B2%A0%EB%B2%A0%EB%93%9C%EB%AA%BD-%EC%9A%B8%ED%8A%B8%EB%9D%BC-%EB%AA%A8%EC%9D%B4%EC%8A%A4%EC%B2%98-%ED%81%AC%EB%A6%BC/61/category/25/display/1/
Lichenification,아토99 사이프러스 Cream,Cream,Face,"보습, 가려움완화","편백수, 발효 연꽃수, 녹차, 병풀, 알란토인, 감초, 산자나무열매, 마치현","15,800원/100ml",한국,,https://www.coupang.com/vp/products/2125092022?itemId=3606177241&vendorItemId=71591840044&q=%EC%95%84%ED%86%A099&itemsCount=21&searchId=bda1964205424d5aa561f0a9f0dc1fbf&rank=1&isAddedCart=
Excoriation,무스텔라 너리싱 Lotion 위드 콜드 Cream,Lotion,Body,보습&영양보충,"해바라기씨Oil, 아보카도 열매추출물(피부장벽보호, 수분공급), 세라마이드(피부장벽강화) 등","8,990원/200ml",프랑스,,https://smartstore.naver.com/motgyland/products/4896392591?NaPm=ct%3Dkb7ico2g%7Cci%3D893b8ad847f86f5480964b78d42c950f0eb9f284%7Ctr%3Dsls%7Csn%3D267663%7Chk%3Dc0380b69844e4ea14ff03a980aae90d77d2414e8
Excoriation,아토러브 바디케어,Lotion,Body,보습&피부트러블완화,"편백추출물(진정), 쉐어버터(피부보습), E.G.F(탄력개선 보습), 세라마이드(피부장벽강화), 알로에베라(수분공급) 등","50,000원/500ml",한국,아토협회 추천제품,https://www.atolove.net/26/read?id=21265
Excoriation,아토베니아 바이오 리후레싱 Lotion,Lotion,Body,보습,"세라마이드(피부지질장벽강화), 쉐어버터,(피부보습) 알란토인(피부보습/진정), 마카다미아씨Oil(피부보습)","17,180원/250ML",한국,,https://www.coupang.com/vp/products/6183407?itemId=27638602&vendorItemId=3041012613&q=%EC%95%84%ED%86%A0%ED%94%BC+%EB%B3%B4%EC%8A%B5%EC%A0%9C&itemsCount=36&searchId=b81d0127f7f0460ea96007e5f1b306ea&rank=1&isAddedCart=
Excoriation,아토오겔 플러스 Cream,Cream,Face,보습,"세라마이드(피부지질장벽강화), 베타글루칸(진정효과 및 보습), 판테놀(수분 증발 방지)","33,250원/160g(2개)",한국,"약산성, EWG 그린등급",https://www.coupang.com/vp/products/1440727898?itemId=2484566759&vendorItemId=70477840866&q=%EC%95%84%ED%86%A0%ED%94%BC+%EB%B3%B4%EC%8A%B5%EC%A0%9C&itemsCount=36&searchId=b81d0127f7f0460ea96007e5f1b306ea&rank=7&isAddedCart=
Excoriation,닥터바이오 에코Cream,Cream,Face,보습,"세라마이드(피부지질장벽강화), 판테놀(피부진정, 고보습), 마카다미아씨/해바라기씨 Oil(피부보습, 영양공급, 피부진정)","20,240원/300g",한국,,https://www.coupang.com/vp/products/193963306?itemId=555767667&vendorItemId=4460378183&pickType=COU_PICK&q=%EC%95%84%ED%86%A0%ED%94%BC+%EB%B3%B4%EC%8A%B5%EC%A0%9C&itemsCount=36&searchId=b81d0127f7f0460ea96007e5f1b306ea&rank=3&isAddedCart=
Excoriation,사노산 베이비 케어 Cream,Cream,Face,피부보호 & 영양공급,"저분자 밀크프로틴(피부보습, 영양공급, 밸런스유지), 올리브Oil(수분공급, 피부안정, 피부보호), 알란토인(피부안정, 자극완화, 수분공급)","9,450원/150g",,,https://www.coupang.com/vp/products/8717784?itemId=79009345&vendorItemId=3133585565&q=%EC%95%84%ED%86%A0%ED%94%BC+%EB%B3%B4%EC%8A%B5%EC%A0%9C&itemsCount=36&searchId=b81d0127f7f0460ea96007e5f1b306ea&rank=31&isAddedCart=
Excoriation,아토99 베이비 캐스틸 솝 사이프러스,BodayWash_Shampoo,Scalp,"보습, 진정","올리브 Oil, 코코넛 야자 Oil(보습), 해바라기씨 Oil, 아르간Oil(영양,보습), 명아주꽃(진정), 구아바잎(자극완화), 송악(진정)","25,000원/500ml",한국,,https://www.coupang.com/vp/products/1101200670?itemId=2061048990&vendorItemId=70060297491&q=%EC%95%84%ED%86%A099&itemsCount=21&searchId=bda1964205424d5aa561f0a9f0dc1fbf&rank=11&isAddedCart=
Excoriation,Essence 17% 함유된 Essence Lotion 17,Lotion,Body,보습&영양보충,"오이열매추출물, 소나무추출물, 로얄Gel리, 병풀추출물, 참깨추추물 등","29,800원/100ML",한국,EWG 그린등급,http://atomu.co.kr/product/detail.html?product_no=126&cate_no=65&display_group=1
Excoriation,알로페론 펩타이드 리페어 Cream,Cream,Face,피부재생효과 & 보습,"펩타이드 알로페론(피부의 재생효과),히알루론산(보습), 세라마이드(피부지질장벽강화)","18,000원/50mll",,,http://yesalloferon.co.kr/shop.php?goPage=GoodDetail&g_code=20200313123011457&cat_no=2&offset=
Excoriation,아토플러스 천연재료 트러블 클리닉 Cream/Serum,Cream/Serum,Face,보습,"미나리 추출물, 식물유래성분","215,000원/50ml",한국,,https://smartstore.naver.com/ddoyu/products/4862137575?NaPm=ct%3Dkb7kvhcw%7Cci%3D4b18ecfe32e792d730c8ac272896a1516465912b%7Ctr%3Dsls%7Csn%3D1176110%7Chk%3D7ab75a513ceac3622079ab775bd00522b0868d1a
Excoriation,오마베베 시카 레저렉션 Cream,Cream,Face,"피부진정, 유수분밸런스","병풀잎수/병풀추출물(피부진정 및 회복), 허브추출물(거친 피부완화), 히알루론산, 자작나무 유래 보습 콤플렉스 등","36,100원/50ml",한국,EWG 그린등급,https://www.coupang.com/vp/products/279447607?itemId=886822766&vendorItemId=5233115266&sourceType=srp_product_ads&q=%EC%98%A4%EB%A7%88%EB%B2%A0%EB%B2%A0&itemsCount=6&searchId=904bf82689d7476f8cdaf4f94250cda2&rank=0&isAddedCart=
Excoriation,몽뜨허브 아트 바스앤Shampoo Lotion Cream,Cream,Face,"보습, 피부장벽강화, 진정","인동덩굴꽃(보습), 탱자(민감성피부, 피부탄력에 도움), 쇠비름(피부진정과 건강), 황기뿌리(피부보호 및 탄력 증가), 붉나무충영(보습)",,한국,,https://smartstore.naver.com/montherb/products/4873233255
Excoriation,아토99 베이비 캐스틸 솝 프린세스 로즈,BodayWash_Shampoo,Scalp,"보습, 진정","올리브 Oil, 코코넛 야자 Oil(보습), 해바라기씨 Oil, 아르간Oil(영양,보습), 명아주꽃(진정), 구아바잎(자극완화), 송악(진정)","25,000원/500ml",한국,,https://www.coupang.com/vp/products/1101462958?itemId=2061427122&vendorItemId=70060666996&q=%EC%95%84%ED%86%A099&itemsCount=21&searchId=bda1964205424d5aa561f0a9f0dc1fbf&rank=12&isAddedCart=
Excoriation,아토99 베이비 캐스틸 솝 화이트 머스크,BodayWash_Shampoo,Scalp,"보습, 진정","올리브 Oil, 코코넛 야자 Oil(보습), 해바라기씨 Oil, 아르간Oil(영양,보습), 명아주꽃(진정), 구아바잎(자극완화), 송악(진정)","25,000원/500ml",한국,,https://www.coupang.com/vp/products/1101462653?itemId=2061426517&vendorItemId=70060670223&q=%EC%95%84%ED%86%A099&itemsCount=21&searchId=bda1964205424d5aa561f0a9f0dc1fbf&rank=14&isAddedCart=
Excoriation,아토앤오투 옥시젠 베이비 Cream,Cream,Face,"보습, 유수분 밸런스","산소수(피부보습), 세라마이드(피부지질장벽강화), 바이오사카라이드검(보습), 스쿠알란 등","30,680원/160g",한국,,https://www.coupang.com/vp/products/6187680?itemId=27654859&vendorItemId=3041047668&pickType=COU_PICK&q=%EC%95%84%ED%86%A0%EC%95%A4+%EC%98%A4%ED%88%AC&itemsCount=36&searchId=c4a6b73f9a6f46599e1969f9afdd0b63&rank=2&isAddedCart=
Excoriation,아토포베이비 당나귀유 Lotion,Lotion,Body,"수분, 피부보호, 영양, 보습","당나귀유(보습),  올리브유, 라벤더, 로즈마리, 초피나무, 감초 등","10,900/200ml",한국,,https://owlkoreastore.com/product/%EC%95%84%ED%86%A0%ED%8F%AC%EB%B2%A0%EC%9D%B4%EB%B9%84-%EB%8B%B9%EB%82%98%EA%B7%80%EC%9C%A0-%EB%A1%9C%EC%85%98-200ml/26/
Excoriation,아토나인 카밍 인텐시브 Cream,Cream,Face,"보습, 영양공급","9가지 펩타이드, 해바라기, 코코넛, 히알루론산","40,000원/200g",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2139183&xcode=003&mcode=003&scode=&GfDT=bml4W1k%3D
Excoriation,아토나인 카밍 인텐시브 수딩Gel,Gel,Face,"쿨링효과, 보습","9가지 펩타이드, 백미꽃 추출물, 황금 추출물, 판테놀(수분보호막) 형성","28,000원/200g",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2145820&xcode=003&mcode=003&scode=&GfDT=amt3Uw%3D%3D
Excoriation,아토나인 카밍 인텐시브 Lotion,Lotion,Body,보습,"9가지 펩타이드, 백미꽃 추출물, 황금 추출물, 판테놀(수분보호막) 형성","32,000원/200g",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2145819&xcode=003&mcode=003&scode=&GfDT=bm94W18%3D
Excoriation,아토나인 카밍 인텐시브 바스,Body_wash,Body,,"9가지 펩타이드, 약산성","24,000원/400g",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2151168&xcode=003&mcode=003&scode=&GfDT=Z293UQ%3D%3D
Excoriation,아토나인 카밍 인텐시브 Shampoo,Shampoo,Scalp,,"9가지 펩타이드, 약산성","24,000원/400g",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2151165&xcode=003&mcode=003&scode=&GfDT=am13UA%3D%3D
Excoriation,아토나인 흑진주 클렌징 솝,Soap,Body,"수분코팅, 피부 ph 밸런스","진주가루(미백, 피부 면역력 증가), 참숯(피부 정화), 시어버터, 올리브Oil(피부 면역력 증진)","14,000원/ea",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2136671&xcode=003&mcode=004&scode=&GfDT=bm94W1w%3D
Excoriation,아토나인 울금 클렌징 솝,Soap,Body,"트러블/모공/각질케어, 피지조절","울금가루(피부면역력 증가), 어성초(피부진정, 향균작용, 피부 정화 작용 우수), 로즈힙 추출물(피부재생,  항산화),그라비올라(피부 보호)","14,000원/ea",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2136672&xcode=003&mcode=004&scode=&GfDT=bGx3UA%3D%3D
Excoriation,아토나인 진피 클렌징 솝,Soap,Body,"고보습, 수분공급, 진정 보호","진피가루(향균), 올리브Oil(피부 면역력 증진), 카렌듈라 Oil(피부 진정 보호), 로즈힙Oil(보습), 히알루론산(수분공급)","14,000원/ea",한국,,http://www.atonine.com/shop/shopdetail.html?branduid=2136674&xcode=003&mcode=004&scode=&GfDT=a2x3Uw%3D%3D
Excoriation,아이소이 수분폭팔Cream,Cream,Face,"피부진정, 수분, 장벽강화","판테놀(수분, 피부장벽 강화, 지친 피부 보호 도움), 나투로 JC(피부활력, 진정, 피부컨디션케어)","39,800원/50ml",한국,,https://www.isoi.co.kr/product/goods_detail?ct=31&goods_no=2652
Excoriation,아이소이 아토 카밍 Cream(아토잠잠Cream),Cream,Face,"보습, 가려움 완화,","세라마이드, 호호바씨 Oil, 보리지씨 Oil, 메도우폼씨 Oil, 동백나무씨 Oil, 마카다미아 Oil","33,800원/130ml",한국,,https://www.isoi.co.kr/product/goods_detail?ct=31&goods_no=2785
Excoriation,아이소이 아토 스마일 Oil(아토씨익Oil),Oil,Face,"보습, 가려움 완화,","세라마이드, 호호바씨 Oil, 보리지씨 Oil, 메도우폼씨 Oil, 동백나무씨 Oil, 마카다미아 Oil, 달맞이꽃 Oil, 스쿠알란, 병풀추출물 등","33,000원/100ml",한국,,https://www.isoi.co.kr/product/goods_detail?ct=&goods_no=2786
Excoriation,아이소이 아토 쿨 워시(쿨쿨아토워시),Body_wash,Body,"가려움 완화, 쿨링, 보습","코코일타우레이트, 대나무수, 판테놀, 병풀추출물 등","29,000원/250ml",한국,,https://www.isoi.co.kr/product/goods_detail?ct=&goods_no=2787
Excoriation,아토리엔 세라마이드 Serum,Serum,Face,"피부장벽 강화, 보습 ",,"40,000원/50g",한국,,https://atolian.kr/product/detail.html?product_no=9&cate_no=1&display_group=2
Excoriation,편강율 블루라벨 아토Lotion,Lotion,Body,"보습, 각질개선","우레아(보습, 피부장벽 형성)","11,890원/290ml",한국,,https://www.coupang.com/vp/products/119158625?itemId=355229481&vendorItemId=3865096923&q=%EC%95%84%ED%86%A0%ED%94%BC%EB%A1%9C%EC%85%98&itemsCount=36&searchId=2822779888624729bb46a29ade2eb650&rank=1&isAddedCart=
Excoriation,닥터바이오 에코 모이스처 Lotion,Lotion,Body,"보습, 피부진정","자일리틸글루코사이드(유,수분 밸런스 조절), 세라마이드엔피(피부진정, 수분 보습 유지), 알란토인(보습), 베타인(보습), 판테놀(보습)","20,400원/480g",한국,,https://doctorbio.kr/?bbseGoods=34
Excoriation,닥터바이오 Cream,Cream,Face,"보습, 유수분 밸런스","자일리틸글루코사이드(유,수분 밸런스 조절), 세라마이드엔피(피부진정, 수분 보습 유지), 알란토인(보습), 베타인(보습), 판테놀(보습)","20,400원/300g",한국,,https://doctorbio.kr/?bbseGoods=33
Excoriation,닥터바이오 수딩Gel,Gel,Face,"보습, 쿨링","자일리틸글루코사이드(유,수분 밸런스 조절), 판테놀(보습)","19,400원/240g",한국,,https://doctorbio.kr/?bbseGoods=35
Excoriation,세타필 모이스춰라이징 Lotion,Lotion,Body,보습,,"11,510원/473ml",캐나다,,https://www.coupang.com/vp/products/76663?itemId=133417&vendorItemId=3000258621&q=%EC%95%84%ED%86%A0%ED%94%BC%EB%A1%9C%EC%85%98&itemsCount=36&searchId=2822779888624729bb46a29ade2eb650&rank=3&isAddedCart=
Excoriation,세타필 모이스춰라이징 Cream,Cream,Face,보습,,"14,000원/453g",캐나다,,"https://www.coupang.com/vp/products/11737117?vendorItemId=3000270819&sourceType=SDP_ALSO_VIEWED&rmdId=46935a63648d4a348d888ee1bc40af62&eventLabel=recommendation_widget_pc_sdp_001&platform=web&rmdABTestInfo=9176:A,8088:A,8233:C,8091:A,8534:A&rmdValue=p76663:vt-1.0.0:p11737117&isAddedCart="
Excoriation,오아센 아토앤프로비 Lotion,Lotion,Body,"가려움완화, 보습, 피부 진정","스콜로펜드라신(가려움완화), 달맞이유(피부보습, 재생), 프로바이오틱스(보습), 판테놀(피부진정), 베타인(유수분 밸런스)","23,000원/300ml",한국,,http://pnsls.co.kr/shop/item.php?it_id=1587255284
Excoriation,오아센 아토앤프로비 Essence,Essence,Face,"가려움완화, 보습, 항산화","스콜로펜드라신(가려움완화),  판테놀(피부진정), 트레할로스(보습), 닉탄테스 아르보스-트리스티스(항산화, 항미생물, 항염증),센텔라","96,600원/50ml",한국,,http://pnsls.co.kr/shop/item.php?it_id=1467247780
Excoriation,일리윤 세라마이드 아토Lotion,Lotion,Body,"보습, 가려움 완화,","세라마이드, 소자/콩 발효 추출물(가려움 완화, 보습)","11,940원/350ml",한국,,https://www.amorepacificmall.com/kr/ko/product/detail?onlineProdSn=17792&onlineProdCode=111270000080
Excoriation,일리윤 세라마이드 아토 집중 Cream,Cream,Face,"보습, 가려움 완화,","세라마이드, 소자/콩 발효 추출물(가려움 완화, 보습)","21,950원/500ml",한국,,https://www.amorepacificmall.com/kr/ko/product/detail?onlineProdSn=19239&onlineProdCode=111270000081
Excoriation,퓨리닥터 아토 알라지 피부Cream,Cream,Face,"보습, 피부장벽 강화",세라마이드,"13,900원/130g",한국,,https://www.coupang.com/vp/products/1658719062?itemId=2825922958&vendorItemId=70815380043&q=%EC%95%84%ED%86%A0%ED%94%BC%EB%A1%9C%EC%85%98&itemsCount=36&searchId=2822779888624729bb46a29ade2eb650&rank=12&isAddedCart=
Excoriation,아토피스 베베Lotion,Lotion,Body,"보습, 피부개선","세라마이드, 접시꽃 뿌리/알로에(흡수력 도모, 보습,진정, 피부장벽 개선)","16,310원/200ml",한국,,https://www.coupang.com/vp/products/1279622456?itemId=2287314427&vendorItemId=70284389385&q=%EC%95%84%ED%86%A0%ED%94%BC%EB%A1%9C%EC%85%98&itemsCount=36&searchId=2822779888624729bb46a29ade2eb650&rank=21&isAddedCart=
Excoriation,닥터아토 트리플 히알루론 모이스춰 Lotion,Lotion,Body,"쿨링, 붉은기 완화, 수분충전","히알루론산(수분케어), 베타글루칸(피부진정), 시어버터/올리브Oil(보습) 등","14,630원/267ml",한국,,http://www.i-mom.co.kr/shop/shopdetail.html?branduid=2565409&xcode=001&mcode=005&scode=001&type=&sort=&cur_code=&GfDT=bm15W1w%3D
Excoriation,닥터아토 더블 린놀렌 카밍Lotion,Lotion,Body,"가려움 완화, 보습, 유수분 조절","달맞이꽃 종자유(보습, 재생), 귀리 추출물(보습), 보리지씨(가려움 완화)","15,330원/267ml",한국,,http://www.i-mom.co.kr/shop/shopdetail.html?branduid=2565408&xcode=&mcode=&scode=&GfDT=bmx%2FW11G
Excoriation,닥터딥 레알바디Lotion,Lotion,Body,보습,세라마이드,"38,000원/300ml",한국,,https://minehouse.co.kr/product/detail.html?product_no=63&cate_no=7&display_group=1
Excoriation,아토베네 데일리 리프레쉬 베이비 Lotion,Lotion,Body,"보습, 수분공급, 자극완화","히알루론산(보습), 세라마이드(수분 잠금), 알게(수분균형), 한련초잎추출물(피부자극완화),느릅나무뿌리추출물(민감피부진정) 등","45,000원/1L",한국,,http://atobene.co.kr/product/%EC%95%84%ED%86%A0%EB%B2%A0%EB%84%A4-%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EB%A6%AC%ED%94%84%EB%A0%88%EC%89%AC-%EB%B2%A0%EC%9D%B4%EB%B9%84-%EB%A1%9C%EC%85%98-500ml500ml/39/category/1/display/10/
Excoriation,아토베네 모이스춰라이징 Cream,Cream,Face,"보습, 수분공급, 자극완화","히알루론산(보습), 세라마이드(수분 잠금), 알게(수분균형), 한련초잎추출물(피부자극완화),느릅나무뿌리추출물(민감피부진정) 등","39,000원/320g",한국,,http://atobene.co.kr/product/%EC%95%84%ED%86%A0%EB%B2%A0%EB%84%A4-%EB%AA%A8%EC%9D%B4%EC%8A%A4%EC%B6%B0%EB%9D%BC%EC%9D%B4%EC%A7%95-%ED%81%AC%EB%A6%BC-120ml-11/25/category/58/display/1/
Excoriation,아토가디엔Gel 세라Lotion,Lotion,Body,"보습, 피부진정, 피부장벽","시어버터(상처 재생, 수분공급), 병풀추출물(피부진정, 자극완화), 지모뿌리추출물(피부진정, 영양분 공급), 우엉씨추출물(가려움완화) 등","32,400원/300ml",한국,,http://atoguardiangel.com/product/%EC%95%84%ED%86%A0%EA%B0%80%EB%94%94%EC%97%94%EC%A0%A4-%EC%84%B8%EB%9D%BC%EB%A1%9C%EC%85%98-300ml/9/category/1/display/2/
Excoriation,아토가디엔Gel 컨센트레이티드 Cream,Cream,Face,"피부장벽 강화, 보습 ","시어버터(상처 재생, 수분공급), 병풀추출물(피부진정, 자극완화), 지모뿌리추출물(피부진정, 영양분 공급), 우엉씨추출물(가려움완화) 등","22,000원/100ml",한국,,http://atoguardiangel.com/product/%EC%95%84%ED%86%A0%EA%B0%80%EB%94%94%EC%97%94%EC%A0%A4-%EC%BB%A8%EC%84%BC%ED%8A%B8%EB%A0%88%EC%9D%B4%ED%8B%B0%EB%93%9C-%ED%81%AC%EB%A6%BC-100ml/12/category/1/display/2/
Excoriation,아토베니아 베이비 Soap,Soap,Body,"보습, 영양공급, 저자극","구아바잎 추출물(보습, 민감성 피부 완화)","4,500원/90g",한국,,http://atobenia.co.kr/product/detail.html?product_no=31&cate_no=1&display_group=2
Excoriation,아토베니아 바스 & Shampoo,BodayWash_Shampoo,Scalp,"보습, 피부보호, 피부케어","코코일글루타메이트(부드러운 느낌을 주는 세정제), 위피하Gel추출물(피부상태 개선, 피부 보호), 연꽃잎추출물(피부결 개선) 등","25,000원/350ml",한국,,http://atobenia.co.kr/product/detail.html?product_no=22&cate_no=1&display_group=2
Excoriation,프리미엄 아토베니아 Cream,Cream,Face,"피부진정, 영양, 보습","병풀추출수, 마데카소사이드, 구아바잎 추출물 등","26,400원/150ml",한국,,http://atobenia.co.kr/product/detail.html?product_no=33&cate_no=1&display_group=2
Excoriation,닥터알파 피부장벽Cream,Cream,Face,"보습, 가려움 완화,","참갑오징어뼈가루(수분보습, 피부장벽강화, 가려움완화)","65,000원/80ml",한국,,http://kodere.co.kr/product/detail.html?product_no=11&cate_no=24&display_group=1
Excoriation,아토오겔 베이비 Lotion,Lotion,Body,보습 ,"세라마이드, 베타-글루칸(보습), 판테놀(보습, 피부장벽 강화), 알란토인(진정, 수분함유랑 증가)","22,000원/320g",한국,,http://atoogel.co.kr/product/detail.html?product_no=67&cate_no=89&display_group=1#header
Excoriation,아토오겔 베이비 수딩Gel,Gel,Face,보습,"세라마이드, 베타-글루칸(보습), 판테놀(보습, 피부장벽 강화), 알란토인(진정, 수분함유랑 증가)","23,000원/320g",한국,,http://atoogel.co.kr/product/detail.html?product_no=68&cate_no=89&display_group=1
Excoriation,아토오겔 베이비 바스앤Shampoo,BodayWash_Shampoo,Scalp,보습,"세라마이드, 베타-글루칸(보습), 판테놀(보습, 피부장벽 강화), 알란토인(진정, 수분함유랑 증가)","22,000원/600g",한국,,http://atoogel.co.kr/product/detail.html?product_no=69&cate_no=89&display_group=1#header
Excoriation,베베수 베이비 Lotion,Lotion,Body,"진정, 보습, 피부보호","병풀추출물(진정, 보습), 쉐어버터 추출물(수분공급, 증발 차단), 녹차 추출물(피부보호, 피부보습 향상)","18,000원/200ml",한국,,http://bebesoo.com/product/detail.html?product_no=14&cate_no=43&display_group=2#none
Excoriation,베베수 베이비 Cream,Cream,Face,"보습, 피부진정","병풀추출물(진정, 보습), 쉐어버터 추출물(수분공급, 증발 차단), 알로에베라잎 추출물(피부진정)","18,000원/100ml",한국,,http://bebesoo.com/product/detail.html?product_no=15&cate_no=43&display_group=2
Excoriation,베베수 베이비 수딩Gel,Gel,Face,"보습, 피부진정","병풀추출물(진정, 보습), 쉐어버터 추출물(수분공급, 증발 차단), 알로에베라잎 추출물(피부진정)","18,000원/150ml",한국,,http://bebesoo.com/product/detail.html?product_no=16&cate_no=43&display_group=2
Excoriation,베베수 베이비 Shampoo앤바스,BodayWash_Shampoo,Scalp,"보습, 피부진정, 영양공급","병풀추출물(진정, 보습), 파파야열매 추출물(영양 공급), 녹차 추출물(피부보호, 피부보습 향상)","18,500원/250ml",한국,,http://bebesoo.com/product/detail.html?product_no=17&cate_no=43&display_group=2
Excoriation,아토클래식 마일드 수딩 클렌저,Body_wash,Body,"피부진정,피부기능강화, 자생 촉진","자초(피부진정, 개선), 병풀(피부자생촉진), 감초(피부기능 강화), 판테놀","25,000원/300ml",한국,,http://atoclassic.com/product/detail.html?product_no=181&cate_no=56&display_group=1
Excoriation,아토클래식 마일드 패밀리 Lotion,Lotion,Body,"보습, 영양공급, 저자극","자초(피부진정, 개선), 병풀(피부자생촉진), 감초(피부기능 강화), 판테놀","28,000원/300ml",한국,,http://atoclassic.com/product/detail.html?product_no=56&cate_no=56&display_group=1
Excoriation,아토클래식 리얼토닉 수딩 오리진 Essence,Essence,Face,"진정, 붉은피부 완화, 개선","알로에(진정, 쿨링), 판테놀(보습), ","33,000원/40ml",한국,,http://atoclassic.com/product/detail.html?product_no=70&cate_no=56&display_group=1
Excoriation,아토클래식 리얼토닉 수딩 멀티 Collagen,Collagen,Face,"진정, 노폐물 배출, 보습, 피부정화","편백나무잎 추출물, 감국추출물, 더덕추출물, 알로에베라잎즙, 지실추출물, 연꽃잎 추추물","29,000원/200ml",한국,,http://atoclassic.com/product/detail.html?product_no=68&cate_no=56&display_group=1
Excoriation,아토클래식 리얼토닉 스마트 Lotion,Lotion,Body,"피부장벽강화, 진정, 탄력, 윤기","마카다미아씨Oil, 라벤더Oil, 세라마이드3, 병풀, 느릅나무뿌리, 당귀","33,000원/200ml",한국,,http://atoclassic.com/product/detail.html?product_no=71&cate_no=56&display_group=1
Excoriation,아토클래식 리얼토닉 수딩 퍼스트 Toner,Toner,Face,"진정, 모공개선, 주름개선","금은화/작약/하수오/당귀 (피부진정, 활력), 석류(모공개선), 아데노신(주름개선)","25,000원/210ml",한국,,http://atoclassic.com/product/detail.html?product_no=155&cate_no=56&display_group=1
Excoriation,아토클래식 리얼토닉 수딩 모이스트 Mist,Mist,Face,"수분, 진정","우보청담수, 글리세린, 히알루론산, 황련, 황금","13,000원/80ml",한국,,http://atoclassic.com/product/detail.html?product_no=113&cate_no=56&display_group=1
Excoriation,아토클래식 리얼토닉 카밍 인텐시브 Cream,Cream,Face,"수분, 영양, 진정, 미백, 탄력","겨우살이, 쉐어버터(보습), 한방 자련고 성분","37,000원/50ml",한국,,http://atoclassic.com/product/detail.html?product_no=72&cate_no=56&display_group=1
